ID,FolderName,PlantNumber,Side,Start,End,RootVolume,Genotype,Stage,nb_racines,surface_totale,taille_moyenne,ratio_couverture,densite_racines
ID_228448_Fpjidx,Pucqtyga9u,4,L,30,40,1.4,TMEB419,Early,0.5670731707317073,2897.5432560618333,1137.6007854182546,0.2293356574994555,5.0355635377209974e-05
ID_402352_Ghl6ae,Pw4ytibfql,6,L,25,32,1.4,TMEB419,Early,0.6890243902439024,3575.108218402397,1396.8850232566276,0.2639195042814802,0.0003540171917395738
ID_338368_Lpb5hs,Xdi1ipcemf,5,L,21,28,3.8,IITA-TMS-IBA000070,Early,0.5548780487804879,2967.44250739493,1271.9512250016376,0.2141916389586186,0.0002469845536560207
ID_942723_U6r0cz,Bs8ueatyis,6,L,33,42,1.8,TMEB693,Early,0.34146341463414637,1495.0723536421613,546.786343644305,0.10388904572707927,9.412315689841157e-05
ID_173595_Oveu0u,F1p0lhe1ij,1,R,30,37,2.9,IITA-TMS-IBA000070,Early,0.8536585365853658,3922.536594297828,1642.20654296875,0.26992583116601787,0.00012140544279762549
ID_708233_Phevgh,Bs8ueatyis,7,L,33,42,0.4,TMEB693,Early,0.34146341463414637,1495.0723536421613,546.786343644305,0.10388904572707927,9.412315689841157e-05
ID_183767_Vuz2mr,Lsdgz02kdp,4,L,29,40,1.7,TMEB693,Early,0.5914634146341463,2319.477514499571,1168.2913736482947,0.16078135680862712,0.0002139661407784476
ID_884519_Vdztlr,B5myqsh1wi,5,R,26,35,0.1,TMEB419,Early,0.3353658536585366,1601.543986808963,838.0350756761504,0.1308774727884799,7.940380484583707e-05
ID_870170_Tfgnvr,Hc3b9gicdo,1,R,29,38,1.9,IITA-TMS-IBA000070,Early,0.5548780487804879,4105.935591348788,1488.9588948691764,0.29892412727925394,0.00016536060802093886
ID_579277_S5z2ov,B8x7mhxe6z,5,R,20,30,6.6,IBA154810,Early,1.0121951219512195,4370.656577505716,1991.182390166492,0.3234718412249075,0.00025013703967474796
ID_778776_Jbjg2v,Mrw7chmalv,5,L,18,23,0.9,IBA154810,Early,0.5121951219512195,2919.1319256294064,1258.2120633009004,0.22839224465065047,0.00025095775050100526
ID_598878_Hoeecl,Up8aqujy0s,6,R,25,33,4.9,IBA154810,Early,0.5853658536585366,2477.31790905464,1157.3683374916634,0.18515318918854154,0.00010001737274158849
ID_744473_Wa9j0w,Ceibvxd51g,4,R,37,45,0.7,DIXON,Early,0.40853658536585363,1370.3631368497522,858.375166730183,0.11051705290253624,8.116885447570206e-05
ID_546186_R7be7y,Ah4ubi4ggi,5,L,42,49,3.1,IITA-TMS-IBA000070,Early,0.5365853658536586,2327.2339604075364,1576.1833056938358,0.1834355896299674,0.00016048322065393973
ID_422138_Vqhuqf,Mskdmpitqk,2,L,21,36,1.7,TMEB419,Early,0.8353658536585366,3137.1339856124505,1423.301626112403,0.24627700414214437,0.0005725939872766287
ID_635513_Jn1fnv,Ceibvxd51g,6,R,37,45,0.5,DIXON,Early,0.40853658536585363,1370.3631368497522,858.375166730183,0.11051705290253624,8.116885447570206e-05
ID_261694_Oa4ssj,Td901zykbu,3,L,8,14,2.3,TMEB419,Late,1.2682926829268293,4690.82619383277,2294.9733629924494,0.3598915293718559,0.00023285856997374874
ID_355808_Brk59j,Mrw7chmalv,6,L,18,23,3.3,IBA154810,Early,0.5121951219512195,2919.1319256294064,1258.2120633009004,0.22839224465065047,0.00025095775050100526
ID_375447_Zarog3,Yznlv6wrsh,2,R,45,53,0.7,DIXON,Early,0.7073170731707317,3309.9615523175494,1655.0595851991234,0.2604431453247711,0.00014253700024054457
ID_371892_Zfw9o2,Ynjc34lyjb,6,L,10,16,4.0,TMEB693,Late,1.2560975609756098,4538.190946532459,1640.8673210144043,0.32861513660802405,0.0002505798605656391
ID_684744_C8mesi,Lsdgz02kdp,2,R,17,27,1.4,TMEB693,Early,0.5914634146341463,2319.477514499571,1168.2913736482947,0.16078135680862712,0.0002139661407784476
ID_373357_Xwidqe,Izbgyxre0g,3,L,24,37,2.2,IBA154810,Early,0.8963414634146342,5327.072115270103,2168.9836113162155,0.4033247882762597,0.00014579752967425845
ID_264213_Cgtotk,L8w7zu7wek,6,L,33,51,2.2,IITA-TMS-IBA000070,Early,0.6829268292682927,3323.434558403201,1648.8045661740186,0.24633700130218156,0.00012423795034282394
ID_360687_Uisdbc,Yxmmb4wt55,5,R,17,32,1.8,IITA-TMS-IBA000070,Early,0.39634146341463417,1743.6989288330078,1077.90441410716,0.13164181315145224,0.00010022167665733206
ID_788219_Xfqpis,Vlqr6qhbqk,7,L,48,55,1.7,IBA154810,Early,0.6646341463414634,2075.9133855307973,1007.9677805086461,0.15560539163798837,0.00018547801655361123
ID_514740_Z6tjqi,Mrw7chmalv,2,R,30,43,3.3,IBA154810,Early,0.5121951219512195,2919.1319256294064,1258.2120633009004,0.22839224465065047,0.00025095775050100526
ID_367984_Bytnqc,Up8aqujy0s,3,R,25,33,1.8,IBA154810,Early,0.5853658536585366,2477.31790905464,1157.3683374916634,0.18515318918854154,0.00010001737274158849
ID_692153_Vihmpz,Mpmvh2mgm3,3,R,24,38,6.3,TMEB419,Early,1.0365853658536586,6484.842064462057,1592.8447991347894,0.4503554768985759,0.0003162432316042039
ID_713907_Yoe0xx,Mpmvh2mgm3,5,L,32,40,6.3,TMEB419,Early,1.0365853658536586,6484.842064462057,1592.8447991347894,0.4503554768985759,0.0003162432316042039
ID_401529_Uyzasm,Ox18ob0syv,4,L,25,32,2.7,IBA980581,Early,0.524390243902439,2013.3662384312327,840.9430571300228,0.15366164687264905,0.00018075922240798153
ID_348064_Kojgm2,Lsdgz02kdp,6,L,29,40,1.4,TMEB693,Early,0.5914634146341463,2319.477514499571,1168.2913736482947,0.16078135680862712,0.0002139661407784476
ID_931181_Fkqros,Ummqfuetoc,6,L,25,32,2.2,IBA980581,Early,0.7012195121951219,3274.6210807242046,1829.7320910197932,0.2359671833298789,0.00014764524296996155
ID_926744_Whuinw,Efaiye0hmy,3,R,20,30,2.3,IBA980581,Early,0.9512195121951219,5066.690476580364,1357.8267338450362,0.34616930813056324,0.0001587321889391322
ID_108603_Ymh5st,Oipmzygepq,1,R,32,39,2.9,TMEB693,Early,0.3475609756097561,1452.414651638124,739.0536986560356,0.10284838040473873,7.355700460284511e-05
ID_641773_Arvdbh,Ntqusw7xpb,3,L,19,31,3.5,TMEB419,Early,0.4146341463414634,1755.9463303961404,526.0357290360986,0.1220255858917353,0.0004343669685198907
ID_560934_Foqzoq,Qhqftdiz4q,3,L,28,38,1.9,IITA-TMS-IBA000070,Early,0.6890243902439024,2359.6622883401265,1054.861683496615,0.18677454641364435,0.0007253805356328529
ID_517102_H0gded,S11rphogci,5,R,25,35,1.7,IBA154810,Early,0.5670731707317073,1995.3098840480898,1213.894919418707,0.14125087668470124,0.00019406508695038815
ID_627706_Jbbmfl,Geksu5kuf3,5,R,35,44,1.5,TMEB693,Early,0.5304878048780488,2506.0343828899104,1337.20750687762,0.1955061935569432,0.00011061846059819543
ID_538395_Ysc6pg,P3om3dfa78,5,R,21,31,3.1,TMEB419,Early,0.6158536585365854,3823.93012451544,1923.5054299889541,0.27461448275713213,0.000137508341502021
ID_820629_E0cmbu,S11rphogci,4,L,20,34,0.9,IBA154810,Early,0.5670731707317073,1995.3098840480898,1213.894919418707,0.14125087668470124,0.00019406508695038815
ID_675049_Lu9jim,Kjvcz6bjfj,4,L,24,36,2.1,IBA980581,Early,0.6402439024390244,3068.4603904165874,2057.4045417599564,0.23562930858050635,0.00014995937367751245
ID_646686_Imbjg8,Vwsx0beaxb,4,R,19,28,2.9,IBA980581,Early,0.5487804878048781,2827.6752646841655,1717.5489784798972,0.2224415956421633,0.00010765407805667818
ID_788890_Vpavbg,M4stkh3qez,3,R,26,34,1.7,IBA980581,Early,0.2865853658536585,1333.000532568955,577.6596757842274,0.10853474927848968,4.935139518814955e-05
ID_460509_Hshszf,Ubgsvkns3h,2,L,33,40,0.15,IKN130010,Early,0.4329268292682927,2586.356433403201,1087.3934207078887,0.20740807941806974,4.6229606340243375e-05
ID_552448_Xdrijw,Geksu5kuf3,4,R,35,44,2.5,TMEB693,Early,0.5304878048780488,2506.0343828899104,1337.20750687762,0.1955061935569432,0.00011061846059819543
ID_858876_Vraxy7,Xdi1ipcemf,2,R,32,38,4.3,IITA-TMS-IBA000070,Early,0.5548780487804879,2967.44250739493,1271.9512250016376,0.2141916389586186,0.0002469845536560207
ID_769193_Hzpyfs,Vwsx0beaxb,4,L,27,39,2.9,IBA980581,Early,0.5487804878048781,2827.6752646841655,1717.5489784798972,0.2224415956421633,0.00010765407805667818
ID_504614_Uq7up4,Ph2ti2sjzu,6,L,22,35,3.1,IBA980581,Early,0.7012195121951219,3201.814254016411,1530.8430938720703,0.24112771758292725,0.00015120067115788934
ID_384233_G1mzyk,Up8aqujy0s,6,L,29,40,1.7,IBA154810,Early,0.5853658536585366,2477.31790905464,1157.3683374916634,0.18515318918854154,0.00010001737274158849
ID_421709_Tt7kdq,Tbhppxjkvr,4,R,16,24,2.3,IBA980581,Early,0.6707317073170732,3783.3353215659536,1818.8396684600086,0.2719704358462381,0.00015309043088279915
ID_737941_Ojh6bl,Ypktwvqjbn,4,L,33,41,0.9,IBA154810,Early,0.5853658536585366,2794.193876685166,1216.353571449838,0.20875025069536163,9.76315291301426e-05
ID_628568_Jox84g,Pfp24vx905,4,R,27,34,2.6,TMEB419,Early,0.7317073170731707,3179.561064650373,1636.908242295428,0.22383763184306876,0.00020254726562297056
ID_164571_C087eg,Qhqftdiz4q,4,L,28,38,4.5,IITA-TMS-IBA000070,Early,0.6890243902439024,2359.6622883401265,1054.861683496615,0.18677454641364435,0.0007253805356328529
ID_260420_Q52c06,Ummqfuetoc,3,R,17,26,2.1,IBA980581,Early,0.7012195121951219,3274.6210807242046,1829.7320910197932,0.2359671833298789,0.00014764524296996155
ID_968227_Swsts5,Vlqr6qhbqk,4,L,48,55,0.8,IBA154810,Early,0.6646341463414634,2075.9133855307973,1007.9677805086461,0.15560539163798837,0.00018547801655361123
ID_339012_Ng2xvo,Q4uyruus4j,2,R,27,33,1.5,IBA980581,Early,1.0975609756097562,4812.842926025391,1845.8140984511956,0.3340496232341723,0.0001906543666747211
ID_162228_Fl5bjt,Yznlv6wrsh,2,L,30,39,0.5,DIXON,Early,0.7073170731707317,3309.9615523175494,1655.0595851991234,0.2604431453247711,0.00014253700024054457
ID_433485_Jp0jac,Yxmmb4wt55,6,R,17,32,3.0,IITA-TMS-IBA000070,Early,0.39634146341463417,1743.6989288330078,1077.90441410716,0.13164181315145224,0.00010022167665733206
ID_884180_Ixz9ew,Yznlv6wrsh,6,R,45,53,0.5,DIXON,Early,0.7073170731707317,3309.9615523175494,1655.0595851991234,0.2604431453247711,0.00014253700024054457
ID_467038_Nqf1lb,L5l1h3kekg,2,R,40,47,2.5,IITA-TMS-IBA000070,Early,0.7317073170731707,4209.169436291951,1717.0356353201516,0.3076381714379628,0.00020858321739205773
ID_805678_Um0fgy,Puya1uaaln,5,L,26,42,3.8,TMEB419,Early,0.4451219512195122,1455.3563932093177,1146.6440868842892,0.11224271880250353,0.00013521999175513023
ID_945384_D2zruc,Miny0c252a,1,R,28,35,2.5,IITA-TMS-IBA000070,Early,0.7317073170731707,3995.580706712676,2166.0740047547874,0.2911245372390852,9.174429042524583e-05
ID_336490_Bums0z,Lsdgz02kdp,1,R,17,27,2.1,TMEB693,Early,0.5914634146341463,2319.477514499571,1168.2913736482947,0.16078135680862712,0.0002139661407784476
ID_715148_B79wid,F1p0lhe1ij,2,R,30,37,2.3,IITA-TMS-IBA000070,Early,0.8536585365853658,3922.536594297828,1642.20654296875,0.26992583116601787,0.00012140544279762549
ID_352618_Bkgck9,F5lrpuuq8q,4,R,23,31,6.3,IBA980581,Early,0.6585365853658537,4052.777553837474,1508.5524085440286,0.29063512832461413,0.00017683719321891716
ID_258788_Bsotub,Xrrcqvdbkw,6,R,27,36,2.2,IBA154810,Early,0.8902439024390244,5207.432427848257,1694.1017713779356,0.38969043534604064,0.00023745791636089057
ID_919400_Gdvbfj,F5lrpuuq8q,5,R,23,31,2.3,IBA980581,Early,0.6585365853658537,4052.777553837474,1508.5524085440286,0.29063512832461413,0.00017683719321891716
ID_920387_Xgva6e,Dhfwcg1uj2,4,L,20,32,3.1,IBA154810,Early,1.1341463414634145,3281.4196513106185,1359.7278341898104,0.24166203020899632,0.00024100375580854013
ID_218181_Znuc4o,Ubgsvkns3h,6,R,17,26,0.15,IKN130010,Early,0.4329268292682927,2586.356433403201,1087.3934207078887,0.20740807941806974,4.6229606340243375e-05
ID_360463_P9hx91,J0zdanvgrq,5,L,10,20,2.9,TMEB693,Late,0.9695121951219512,3739.948161055402,1735.7262253179783,0.2883554879684762,0.0001595005335606306
ID_322158_S6zaav,Cex3glsnzv,4,L,40,47,0.8,DIXON,Early,0.9939024390243902,5523.818296292933,1335.2501073697717,0.39912922447503557,0.00016156673551391342
ID_410473_Jw3xrp,Nrse2plksd,5,R,25,35,0.8,TMEB693,Early,0.5670731707317073,2578.4332026039683,1368.9543252340177,0.1868828104480168,0.00017875448447796143
ID_252955_Sbkenf,Tbhppxjkvr,6,L,22,31,1.9,IBA980581,Early,0.6707317073170732,3783.3353215659536,1818.8396684600086,0.2719704358462381,0.00015309043088279915
ID_635510_Owmilz,Mskdmpitqk,6,R,27,36,1.7,TMEB419,Early,0.8353658536585366,3137.1339856124505,1423.301626112403,0.24627700414214437,0.0005725939872766287
ID_696696_Zi3xpb,Lsdgz02kdp,3,R,17,27,0.8,TMEB693,Early,0.5914634146341463,2319.477514499571,1168.2913736482947,0.16078135680862712,0.0002139661407784476
ID_553304_Oevhga,Bb02c5k7wm,3,L,22,31,1.3,TMEB693,Early,0.5609756097560976,3451.874693917065,1305.2600847802512,0.266645380506652,0.0004049972060197774
ID_398135_Rfvny0,V6awcupt6m,3,L,34,41,2.3,TMEB693,Early,0.8963414634146342,6040.42711285847,1692.9927435153868,0.4283895474736432,0.00020433296280077093
ID_229271_Lu8wjw,Xdi1ipcemf,3,L,21,28,4.2,IITA-TMS-IBA000070,Early,0.5548780487804879,2967.44250739493,1271.9512250016376,0.2141916389586186,0.0002469845536560207
ID_508953_I9a4sr,H9lomh5fxk,4,L,40,50,1.7,TMEB419,Early,0.4146341463414634,1253.4354283402606,839.9741653814549,0.09916845039228955,0.00020768357135539652
ID_571092_My8cmf,Efaiye0hmy,5,R,20,30,1.4,IBA980581,Early,0.9512195121951219,5066.690476580364,1357.8267338450362,0.34616930813056324,0.0001587321889391322
ID_676787_Ggdmoz,Toaefqwoli,4,L,37,47,1.4,TMEB419,Early,0.32926829268292684,1197.2145192216083,573.0135684129668,0.09773179748747822,0.00011392723147904544
ID_723964_Ywt632,Pucqtyga9u,6,L,30,40,0.5,TMEB419,Early,0.5670731707317073,2897.5432560618333,1137.6007854182546,0.2293356574994555,5.0355635377209974e-05
ID_515421_Gwmjch,Ot13d4nq6t,6,L,41,50,0.8,DIXON,Early,0.6829268292682927,3285.688712887648,1500.620337137362,0.2501184787624141,0.00010408424843640968
ID_321332_Jptlgu,Pw4ytibfql,4,R,28,35,1.5,TMEB419,Early,0.6890243902439024,3575.108218402397,1396.8850232566276,0.2639195042814802,0.0003540171917395738
ID_648472_Eemzrc,Miny0c252a,3,R,28,35,1.3,IITA-TMS-IBA000070,Early,0.7317073170731707,3995.580706712676,2166.0740047547874,0.2911245372390852,9.174429042524583e-05
ID_289209_Svhhys,Jrem9eo37e,5,R,23,41,2.2,IBA154810,Early,0.5670731707317073,2217.424998260126,1271.1033660609548,0.17759094666996056,0.00017560721824972194
ID_695942_B3yk9p,Mpmvh2mgm3,5,R,24,38,4.9,TMEB419,Early,1.0365853658536586,6484.842064462057,1592.8447991347894,0.4503554768985759,0.0003162432316042039
ID_596196_Bc1mep,Up8aqujy0s,3,L,29,40,3.1,IBA154810,Early,0.5853658536585366,2477.31790905464,1157.3683374916634,0.18515318918854154,0.00010001737274158849
ID_794496_Oete9q,Up8aqujy0s,2,L,29,40,4.9,IBA154810,Early,0.5853658536585366,2477.31790905464,1157.3683374916634,0.18515318918854154,0.00010001737274158849
ID_347154_Yy34th,Dz9lpsl9ae,3,R,45,50,1.4,TMEB419,Early,0.43902439024390244,2234.791853276695,1204.7524483843547,0.18454353616549013,0.00017501899311990916
ID_834002_Jhc8iv,A2miww5mfx,2,L,10,23,4.2,IITA-TMS-IBA000070,Late,2.2439024390243905,7979.289913642697,1936.0948244420495,0.6188972152125141,0.00022175279681046334
ID_925888_H532kw,Up8aqujy0s,2,R,25,33,1.7,IBA154810,Early,0.5853658536585366,2477.31790905464,1157.3683374916634,0.18515318918854154,0.00010001737274158849
ID_188457_Hmxnza,Mskdmpitqk,5,L,21,36,1.4,TMEB419,Early,0.8353658536585366,3137.1339856124505,1423.301626112403,0.24627700414214437,0.0005725939872766287
ID_413602_Qw1lqp,Kjvcz6bjfj,6,L,24,36,3.3,IBA980581,Early,0.6402439024390244,3068.4603904165874,2057.4045417599564,0.23562930858050635,0.00014995937367751245
ID_862682_Lypcug,A6dzrkjqvl,6,L,33,42,0.1,IITA-TMS-IBA000070,Early,0.32926829268292684,1388.119464502102,802.1555079948612,0.10912888869816183,0.0003074391607962801
ID_192460_Svipuz,Ifqbqqrika,6,R,20,25,1.4,TMEB693,Early,0.5,1361.8976122228112,998.660937239484,0.10691409574715192,0.0005065803961376962
ID_677828_Vrcdwa,Xdi1ipcemf,3,R,32,38,3.8,IITA-TMS-IBA000070,Early,0.5548780487804879,2967.44250739493,1271.9512250016376,0.2141916389586186,0.0002469845536560207
ID_333842_C2uq6i,Cex3glsnzv,3,L,40,47,0.8,DIXON,Early,0.9939024390243902,5523.818296292933,1335.2501073697717,0.39912922447503557,0.00016156673551391342
ID_592091_Zv1yr1,Kjvcz6bjfj,2,R,26,39,3.3,IBA980581,Early,0.6402439024390244,3068.4603904165874,2057.4045417599564,0.23562930858050635,0.00014995937367751245
ID_834189_Vlamc8,Hzapvbcfm8,2,L,19,35,0.75,IBA154810,Early,1.0365853658536586,3802.9076632988163,1652.9139432209295,0.2886822393919292,0.00033341003625625084
ID_606851_Eqs9td,Vinlgebupo,4,L,23,29,0.8,IBA980581,Early,0.21951219512195122,626.8966905082144,440.8197050792415,0.0519167684439678,0.00028186213136984335
ID_874879_Ghp3rr,Yznlv6wrsh,3,R,45,53,1.4,DIXON,Early,0.7073170731707317,3309.9615523175494,1655.0595851991234,0.2604431453247711,0.00014253700024054457
ID_936141_Ejgfge,Qhqftdiz4q,5,L,28,38,2.3,IITA-TMS-IBA000070,Early,0.6890243902439024,2359.6622883401265,1054.861683496615,0.18677454641364435,0.0007253805356328529
ID_378076_Nrudei,Lzkaccojep,4,R,16,25,6.2,TMEB419,Early,0.8475609756097561,3028.423500061035,1676.1673288112734,0.22391771656875686,0.00020530426915873942
ID_455077_Fdecx1,Rxxe9bh6qn,6,L,31,40,0.8,IBA980581,Early,0.4329268292682927,1778.670619592434,836.0851510210736,0.13434789146551152,0.0008418434683859801
ID_968546_Odnars,Ifqbqqrika,5,L,26,32,0.3,TMEB693,Early,0.5,1361.8976122228112,998.660937239484,0.10691409574715192,0.0005065803961376962
ID_840378_Tsgipd,Q4uyruus4j,4,L,33,45,2.8,IBA980581,Early,1.0975609756097562,4812.842926025391,1845.8140984511956,0.3340496232341723,0.0001906543666747211
ID_441775_Meft8t,L5l1h3kekg,4,R,40,47,1.4,IITA-TMS-IBA000070,Early,0.7317073170731707,4209.169436291951,1717.0356353201516,0.3076381714379628,0.00020858321739205773
ID_780516_Qapi7e,Lwuwokuhrf,3,L,25,40,5.8,TMEB419,Early,0.9939024390243902,4611.369436170997,1878.420801720968,0.3385707461880605,0.0004102205719981383
ID_534972_G3uqjv,Hzapvbcfm8,6,L,19,35,1.7,IBA154810,Early,1.0365853658536586,3802.9076632988163,1652.9139432209295,0.2886822393919292,0.00033341003625625084
ID_438041_Ccgrlo,Puya1uaaln,5,R,16,37,0.8,TMEB419,Early,0.4451219512195122,1455.3563932093177,1146.6440868842892,0.11224271880250353,0.00013521999175513023
ID_172124_Tegada,Jrem9eo37e,2,L,29,36,2.1,IBA154810,Early,0.5670731707317073,2217.424998260126,1271.1033660609548,0.17759094666996056,0.00017560721824972194
ID_902568_H7rugg,Nrse2plksd,3,L,19,30,0.8,TMEB693,Early,0.5670731707317073,2578.4332026039683,1368.9543252340177,0.1868828104480168,0.00017875448447796143
ID_717965_Ps4xjq,Ypktwvqjbn,3,L,33,41,1.5,IBA154810,Early,0.5853658536585366,2794.193876685166,1216.353571449838,0.20875025069536163,9.76315291301426e-05
ID_643743_Vofy0n,Sauopakhvn,3,R,21,45,3.5,TMEB419,Early,0.4146341463414634,2981.4646599002,1088.476780589034,0.20576015596274674,6.223756165711763e-05
ID_624313_Mahwp7,H9lomh5fxk,3,L,40,50,0.8,TMEB419,Early,0.4146341463414634,1253.4354283402606,839.9741653814549,0.09916845039228955,0.00020768357135539652
ID_302485_Lrml8f,Q91mym9ev4,5,L,22,33,1.7,TMEB693,Early,0.4024390243902439,2008.684172095322,885.0968814012481,0.1516503986656115,7.425295143155708e-05
ID_117194_Z3xwja,Xrrcqvdbkw,4,R,27,36,3.8,IBA154810,Early,0.8902439024390244,5207.432427848257,1694.1017713779356,0.38969043534604064,0.00023745791636089057
ID_415986_Vzh4h9,Q4uyruus4j,6,L,33,45,1.5,IBA980581,Early,1.0975609756097562,4812.842926025391,1845.8140984511956,0.3340496232341723,0.0001906543666747211
ID_219723_Urg3bc,Puya1uaaln,6,R,16,37,2.1,TMEB419,Early,0.4451219512195122,1455.3563932093177,1146.6440868842892,0.11224271880250353,0.00013521999175513023
ID_532248_Ciqsii,Nrse2plksd,4,L,19,30,2.5,TMEB693,Early,0.5670731707317073,2578.4332026039683,1368.9543252340177,0.1868828104480168,0.00017875448447796143
ID_891590_Kvyxwd,Ntqusw7xpb,5,R,37,46,3.5,TMEB419,Early,0.4146341463414634,1755.9463303961404,526.0357290360986,0.1220255858917353,0.0004343669685198907
ID_849674_Eal3zo,Mpmvh2mgm3,6,L,32,40,4.9,TMEB419,Early,1.0365853658536586,6484.842064462057,1592.8447991347894,0.4503554768985759,0.0003162432316042039
ID_989244_Vl166b,Gawaekzxou,2,L,10,22,2.6,TMEB419,Late,0.8414634146341463,2717.743284085902,1448.47586971376,0.2035419783597968,0.00027677007947711404
ID_607500_V2uzg1,Hc3b9gicdo,7,L,37,45,1.9,IITA-TMS-IBA000070,Early,0.5548780487804879,4105.935591348788,1488.9588948691764,0.29892412727925394,0.00016536060802093886
ID_651873_Swew3v,Ifqbqqrika,4,R,20,25,0.4,TMEB693,Early,0.5,1361.8976122228112,998.660937239484,0.10691409574715192,0.0005065803961376962
ID_696498_Kmv3tj,Lnkljfdtgh,1,R,23,43,2.9,IBA980581,Early,1.3658536585365855,5479.061318653386,2218.0449478335495,0.37450863422101066,0.00038310538417603594
ID_675873_Xxholo,Jtcfkuovxk,3,R,28,45,2.1,TMEB693,Early,0.43902439024390244,2118.3971713926735,1367.8813960377763,0.15151772717627052,0.0001905011045641381
ID_273699_Sfshmj,Bs8ueatyis,5,L,33,42,0.2,TMEB693,Early,0.34146341463414637,1495.0723536421613,546.786343644305,0.10388904572707927,9.412315689841157e-05
